filename,AU_last,year,journal,journal_type,article_type,host,host_taxonomy,age_measure,levels_in_age_category,parasite_species,parasite_type,parasite_taxonomy,other_drivers_parasitism,is_age_primary_focus?,type of age~parasite relationship
Webber_et_al_2015,Webber,2015,Behaviour,behaviour,empirical,Myotis_lucifugus,mammal,categorical,2,Myodopsylla_insignis,flea,ectoparasite,personality,yes,non-linear
Webber_et_al_2015,Webber,2015,Behaviour,behaviour,empirical,Myotis_lucifugus,mammal,categorical,2,Spinturnix_americanus,mite,ectoparasite,personality,yes,non-linear
Albery_et_al_2020,Albery,2020,Proceedings B,general biology,empirical,Meles_meles,mammal,categorical,3,Paraceras_melis,flea,ectoparasite,host_density,no,non-linear
Albery_et_al_2020,Albery,2020,Proceedings B,general biology,empirical,Meles_meles,mammal,categorical,3,Ixodes_sp,tick,ectoparasite,host_density,no,non-linear
Albery_et_al_2020,Albery,2020,Proceedings B,general biology,empirical,Meles_meles,mammal,categorical,3,Trichodectes_melis,lice,ectoparasite,host_density,no,non-linear
Albery_et_al_2020,Albery,2020,Proceedings B,general biology,empirical,Meles_meles,mammal,categorical,3,Eimeria_melis,endoparasite,endoparasite,host_density,no,non-linear
Albery_et_al_2020,Albery,2020,Proceedings B,general biology,empirical,Meles_meles,mammal,categorical,3,Isospora_melis,endoparasite,endoparasite,host_density,no,non-linear
Abu-Madi_et_al_2001,Abu-Madi,2001,Helminthology,parasitology,empirical,Rattus_norvegicus,mammal,categorical,2,Hymenolepis_diminuta,cestode,endoparasite,season,yes,non-linear
Abu-Madi_et_al_2001,Abu-Madi,2001,Helminthology,parasitology,empirical,Rattus_norvegicus,mammal,categorical,2,Xenopsylla_astia,flea,ectoparasite,season,yes,non-linear
Allander_1997,Allander,1997,Functional Ecology,ecology,empirical,Parus_major,bird,categorical,2,Haemoproteus_majoris,blood_parasite,endoparasite,reproductive_investment,yes,negative
Allander_1997,Allander,1997,Functional Ecology,ecology,empirical,Parus_major,bird,categorical,2,Hepatozoon_parus,blood_parasite,endoparasite,reproductive_investment,yes,negative
Allander_1997,Allander,1997,Functional Ecology,ecology,empirical,Parus_major,bird,categorical,2,Plasmodium_vaughani,blood_parasite,endoparasite,reproductive_investment,yes,negative
Arnott_et_al_2017,Arnott,2017,Parisitology Research,parasitology,empirical,Cynoscion_nebulosus,fish,continuous,,Henneguya_cynoscioni,myxozoa,endoparasite,season,no,non-significant
Arnott_et_al_2017,Arnott,2017,Parisitology Research,parasitology,empirical,Cynoscion_nebulosus,fish,continuous,,Cardicola_spp,digenea,endoparasite,season,no,non-significant
Arnott_et_al_2017,Arnott,2017,Parisitology Research,parasitology,empirical,Cynoscion_nebulosus,fish,continuous,,Kudoa_inornata,myxozoa,endoparasite,season,no,non-significant
Arnott_et_al_2017,Arnott,2017,Parisitology Research,parasitology,empirical,Cynoscion_nebulosus,fish,continuous,,Simuolineadimorpha,myxozoa,endoparasite,season,no,non-significant
Arnott_et_al_2017,Arnott,2017,Parisitology Research,parasitology,empirical,Cynoscion_nebulosus,fish,continuous,,Ichthyophonus sp,mesomycetozoea,endoparasite,season,no,non-significant
Arnott_et_al_2017,Arnott,2017,Parisitology Research,parasitology,empirical,Cynoscion_nebulosus,fish,continuous,,Microsporidian,microsporidian,endoparasite,season,no,non-significant
Balbuena_&_Raga_1991,Balbuena,1991,Canadian Journal of Zoology,general biology,empirical,Globicephala_melas,mammal,categorical,4,Isocyamus_delphini,lice,ectoparasite,sex,no,non-linear
Batista_et_al_2018,Batista,2018,Parasites & Vectors,parasitology,empirical,Bubalus_bubalis,mammal,continuous,,Rhipicephalus_microplus,tick,ectoparasite,site,yes,negative
Batista_et_al_2018,Batista,2018,Parasites & Vectors,parasitology,empirical,Bubalus_bubalis,mammal,continuous,,Amblyomma_cajennense,tick,ectoparasite,site,yes,negative
Batista_et_al_2018,Batista,2018,Parasites & Vectors,parasitology,empirical,Bubalus_bubalis,mammal,continuous,,Haematopinus_tuberculatus,lice,ectoparasite,site,yes,positive
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Heligmosomoides_polygyrus,nematode,endoparasite,sex,yes,positive
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Syphacia_stroma,nematode,endoparasite,sex,yes,positive
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Pelodera_strongyloides,nematode,endoparasite,sex,yes,non-significant
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Trichuris_muris,nematode,endoparasite,sex,yes,positive
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Capillaria_murissylvatici,nematode,endoparasite,sex,yes,unknown
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Microsomacanthus_crenata,cestode,endoparasite,sex,yes,positive
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Taenia_taeniaeformis,cestode,endoparasite,sex,yes,unknown
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Corrigia_vitta,trematode,endoparasite,sex,yes,non-significant
Behnke_et_al_1999,Behnke,1999,Journal of Helminthology,disease,empirical,Apodemus_sylvaticus,mammal,categorical,3,Brachylaemus_recurvum,trematode,endoparasite,sex,yes,unknown
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Dipetalonema_spirocauda,nematode,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Otostrongylus_circumlitus,nematode,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Parafilaroides_gymnurus,nematode,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Ascaridoidea_spec,ascaridoidea,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Phagicola_septentrionalis,trematode,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Cryptocotyle_lingua,trematode,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Diphyllobothrium_spec,cestode,endoparasite,age,yes,positive
Borgsteede_et_al_1991,Borgsteede,1991,Sea Research,general biology,empirical,Phoca_vitulina,mammal,continuous,,Corynosoma_strumosum,acanthocephala,endoparasite,age,yes,positive
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_maniculatus,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Peromyscus_leucopus,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Reithrodontomys_humulis,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_ochrogaster,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Zapus_hudsonius,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Microtus_pinetorum,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Ixodes_spp,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Amblyomma_americanum,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Stenoponia_americana,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Epitedia_wenmanni,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Ctenophthalmus_pseudagyrtes,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Orchopeas_leucopus,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Peromyscopsylla_hesperomys,flea,ectoparasite,site_and_season,no,non-significant
Bucholz_&_Dick_2017,Bucholz,2017,Northeastern Naturalist,ecology,empirical,Blarina_brevicuada,mammal,categorical,2,Androlaelaps_fahrenholzi,mite,ectoparasite,site_and_season,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Haemaphysalis_punctata,tick,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Hyalomma_lusitanicum,tick,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Ixodes_frontalis,tick,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Goniodes_dispar,lice,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Cuclotogaster_obsurior,lice,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Goniocotes_obscurus,lice,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Menopon_pallens,lice,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Menacanthus_lyali,lice,ectoparasite,NDVI_and_temperature,no,non-significant
Calvete_et_al_2003,Calvete,2003,Medical and Veterinary Entomology,general biology,empirical,Alectoris_rufa,bird,continuous,,Columbicola_columbae_columbae,lice,ectoparasite,NDVI_and_temperature,no,non-significant
Cardon_et_al_2003,Cardon,2011,Animal Ecology,ecology,empirical,Leuciscus_leuciscus,fish,continuous,,Tracheliastes_polycolpus,copepod,ectoparasite,environmental_factors,yes,positive
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Cryptocotyle_lingua,trematode,endoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Cryptocotyle_concavum,trematode,endoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Strigea_sp,trematode,endoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Mesocestoides_sp,cestode,endoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Eucoleus_contortus,nematode,endoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Serratospiculum_guttatum,nematode,endoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Dubininia_accipitrina,mite,ectoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Rhinonyssidae_sp,mite,ectoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Ixodes_caledonicus,tick,ectoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Degeeriella_rufa,mallophagans,ectoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Nosopon_lucidum,mallophagans,ectoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Ceratophyllus_vagabundus,flea,ectoparasite,body_condition,yes,non-significant
Christensen_et_al_2015,Christensen,2015,Wildlife Diseases,disease,empirical,Falco_rusticolus,bird,categorical,2,Ornithomya_chloropus,louse fly,ectoparasite,body_condition,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Btogastranema_leporis,helminth,endoparasite,sex_and_age,yes,positive
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Rauschia_triangularis,helminth,endoparasite,sex_and_age,yes,positive
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Trichostrongylus_calcaratus,helminth,endoparasite,sex_and_age,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Trichuris_sylvilagl,helminth,endoparasite,sex_and_age,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Taenta_sp_cysticerci,helminth,endoparasite,sex_and_age,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Taenta_sp_coenurus,helminth,endoparasite,sex_and_age,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Dermacentor_variabilis,tick,ectoparasite,sex_and_age,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Ixodes_spinipalpis,tick,ectoparasite,sex_and_age,yes,non-significant
Clemons_et_al_2000,Clemons,2000,Wildlife Diseases,disease,empirical,Lepus_californicus,mammal,categorical,2,Haemodipsus_setoni,lice,ectoparasite,sex_and_age,yes,non-significant
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Eimeria_sp,coccidian,endoparasite,season,yes,negative
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Bertiella_trichosuri,tapeworm,endoparasite,season,yes,positive
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Trichostrongylus_spp_females,nematode,endoparasite,season,yes,non-linear
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Trichostrongylus_colubriformis,nematode,endoparasite,season,yes,non-linear
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Trichostrongylus_vitrinus,nematode,endoparasite,season,yes,non-linear
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Trichostrongylus_retortaeformis,nematode,endoparasite,season,yes,non-linear
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Paraustrostrongylus_trichosuri,nematode,endoparasite,season,yes,positive
Cowan_et_al_2002,Cowan,2002,New Zealand Journal of Zoology,general biology,empirical,Trichosurus_vulpecula,mammal,continuous,,Parastrongyloides_trichosuri,nematode,endoparasite,season,yes,positive
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Strongyle_eggs,nematode,endoparasite,body_condition,yes,non-significant
Davidson_et_al_2015,Davidson,2015,Parasitology: Parasites and Wildlfe,parasitology,empirical,Alces_alces,mammal,categorical,3,Eimeria_sp_eggs,nematode,endoparasite,body_condition,yes,non-significant
